title,brand,description,price/currency,price/value,stars,reviewsCount
Ray-Ban Rb3025 Classic Polarized Aviator Sunglasses,Ray-Ban,"Originally designed for U.S. aviators in 1937, Ray-Ban RB3025 Aviator sunglasses have quickly become one of the most iconic sunglasses models in the world. These perfect Ray-Ban Aviators for women and men are a timeless model that combines great aviator styling with exceptional quality, performance, and comfort. Aviator sunglasses by Ray-Ban are comfortable unisex glasses that are offered in multiple frame- and lens-color options. Made famous by the 1980s movie Top Gun and others, these Ray-Ban sunglasses for women and men are known for elegant wire frames that are durable and built to last. With a classic metal frame, you can see the world through a variety of lens colors including crystal brown, crystal green, G-15 non-polarized, and more—all of which provide optimal visual clarity and 100% UV protection. G-15 lenses absorb 85% of visible light and block out most blue light. They provide amazing color contrast and produce better clarity and more natural vision. These sunglasses for women and men are comfortable to wear and make a statement anywhere you wear them. To keep them clean, we’ve included a lens cloth in the case.Ray-Ban is the world’s most iconic eyewear brand and is a global leader in its sector. Every model in the Ray-Ban collection is the product of meticulous, original styling that translates the best of the latest fashion trends into an ever-contemporary look for millions of Ray-Ban wearers around the world. From the early Aviator style that emerged in 1937 to the introduction of the classic Wayfarer in 1952, Ray-Ban is a brand that embodies America, adventure, great cities, wide-open spaces, heroism, individuality, and authenticity.",,,4.5,9130.0
"Dockers Men's Colton Sunglasses Polarized Navigator, Black, 57mm",Dockers,"Whether relaxing outdoors or taking care of business, feel at ease in these Dockers men’s square sunglasses. This classic shape displays confidence with its thin rubberized matte black frame and metal temples. The smoke lenses are polarized to reduce glare and give 100% UVA-UVB lens protection.",,,4.5,229.0
RT100 RIDE YOUR WAY Professional wrap around Frameless Cycling Sunglasses for Men and Women,RT100,"RT100 – Relentless Pursuit to Optimize Your Performance.For professional athletics, victories depend withing a seconds. For Olympic top champions, it takes only 0.13 seconds reaction time to start the race. RT100 set the new milestone for every winner to break their own records.In RT100, each pair of sunglasses is design to improve your performance. The ergonomics and wraparound design combine customized feature to ensure the sunglasses sit securely in place and fit your face without pressure nor causing headache.Our lenses offer excellent optical clarity and help to spot moving objects, road textures and make object more solid. It helps you shorten your time to react and lower the possible risks that allow you to concentrate on your target.The TR90 plastic is lightweight, flexible and anti-deformation, it’s an ideal material for sport sunglasses. The product is tested in our in-house lab to ensure the best quality and complaint with the standard ANSI Z80.3.Join RT100 to feel the power inside you and react faster each time.",$,28.2,4.5,989.0
Goodr OG Sunglasses,Goodr,"Look hip and stylish with the goodr A Gingers Soul Polarized Sunglasses. These shades feature a special grip coating that will eliminate slippage when sweating and the snug lightweight frame fits comfortably on the face to prevent bouncing. They also feature a glare reducing, polarized lens with UV400 protection that will keep your eyes protected from the harmful UV rays of the sun.Special Grip CoatingSpecial Grip CoatingSnug, Lightweight FrameSnug, Lightweight FrameGlare Reducing Polarized LensesGlare Reducing Polarized LensesUV400 ProtectionUV400 ProtectionMade for Running, Great for Beasting and BikingMade for Running, Great for Beasting and BikingModel number: OG-BK-BK1Model number: OG-BK-BK1",,,4.6,6137.0
"Ironman Men's Tenacity Sunglasses Wrap, Matte Black Rubberized, 52 mm",IRONMAN,"From Foster Grant’s Ironman collection comes Tenacity, a pair of wraparound sunglasses for men from the new Ironman collection. Carefully crafted from matte black rubberized plastic, this pair of retro sunglasses for men feature a full wrap-around frame and impact-resistant smoke-colored lenses with a silver mirror flash tint. Worn for 90 years by global icons and trendsetters, Foster Grant sunglasses are the original American sunglasses brand. Now Foster Grant is the market leader in popular-priced eyewear with a full range of sunglasses, reading glasses and digital glasses. Foster Grant believes in real style – eyewear that is effortlessly fashion-forward and perfectly you, with true quality you can see and feel. Our talented designers in New York, London, and Milan search the globe for the freshest looks and inspiration, and transform them into fashion-forward styles that are uniquely flattering and wearable. Every pair of our eyewear is carefully constructed to give you the most comfortable fit. And with every stylish pair affordably priced, you can create all the looks to express the many shades of you.Coming from Foster grant's Ironman is tenacity, a pair of sunglasses that is ready to work as hard as you do. Crafted from a Matte Black Rubberized, plastic material, this wrap frame holds semi rimless Smoke lenses that have a tint of silver mirror flash. The arms of this pair of men's sunglasses hold a yellow accent.",,,4.4,586.0
FURISHQI Classic Polarized Sunglasses for Men and Women Retro Style Semi Rimless Frame Sun Glasses 100% UV Protection Goggles,FURISHQI,,$,21.95,4.5,148.0
TOREGE Polarized Sports Sunglasses for Men Women Cycling Running Driving Fishing Glasses TR002,TOREGE,,,,4.4,12745.0
"Under Armour Men's Blitzing Wrap Sunglasses, Shiny Jet Gray, 70mm, 9mm",Under Armour,"Eyewear made by Under Armour means you are getting a high-quality piece. This wrap frame is targeted to the male consumer. This frame is made of plastic frame and the lens is high quality plastic. To ensure the perfect fit, the size of this eyewear is: 70mm, 9mm, 125mm for the lens, bridge, and temple size",,,4.4,141.0
Baililai Unisex Polarized Sunglasses Trendy Sunglasses Men/Women 100% UV blocking 1439S,Baililai,,,,4.5,393.0
BIRCEN Mens Sunglasses Polarized UV Protection: Classic Shades for Men Driving Fishing with Al-Mg Metal Frame,BIRCEN,,,,4.3,2790.0
Joopin Hippie Round Sunglasses for Women Men Circle Sun Glasses UV400 Protection,Joopin,,$,11.97,4.5,18756.0
SHEEN KELLY Retro Rectangular Sunglasses Women Men Square Vintage Chunky Gradual Lens Luxury Gold Eyewear,SHEEN KELLY,,$,14.98,4.4,343.0
grinderPUNCH - Big XL Wide Frame Extra Large Aviator Sunglasses Oversized 148mm,grinderPUNCH,"grinderPUNCH Extra Large Wide fit aviator sunglasses. Great for both men and women. 100% UV400 Protection from harmful UVA and UVB rays. Extra Large Aviator Sunglasses, Lens Width: 62mm, Lens Height: 55mm, Overall Frame Width: 148mm. Adjustable Nose Pads, for a comforatble fit. Spring hinge arms - hyperextends. Each pair comes with a grinderPUNCH microfiber cleaning pouch.",,,4.2,1146.0
"Ray-Ban Man Sunglasses Black Frame, Green Classic G-15 Lenses, 59MM",Ray-Ban,"Timeless and original, colorful and bold. Discover our iconic selection of Ray-Ban sunglasses and eyeglasses for both men and women made to match your style whilst defining your vision. Including the most-loved and best-selling models such as the legendary Aviator, Wayfarer, Clubmaster, Round and many more - not forgetting our fashionable new arrivals too. With different styles for every face shape, find your perfect pair.",,,4.5,1086.0
ROCKBROS Photochromic Sunglasses Mens Bike Glasses for Sports Cycling Biking Running Fishing Sunglasses UV Protection,ROCKBROS,,$,22.99,4.3,1081.0
"ROCKBROS Photochromic Sports Sunglasses Mens Cycling Glasses MTB Biking Sunglasses, with Removable Elasctic Band",ROCKBROS,,,,4.3,532.0
Oakley Men's Oo9417 Holbrook XL Square Sunglasses,Oakley,"Taking inspirational cues from classic film and music stars, the Oakley Holbrook XL sunglasses never look out of place. Plutonite Material lenses filters out 100% UV rays. Prizm lens treatment controls light transmissions for maximized contrast and clarity. Polarized lenses on certain models helps to cut glare; see color name for details. Six-base lens curvature offers optimized peripheral vision and side protection. Offers the protection and impact resistance that meets ANSI Z87.1 basic impact standards. O Matter frames are formulated for high durability and high flexibility for improved safety during impact. Maintains resistance to ultra-violet radiation, humidity, thermal shock, and chemical exposure. Three-Point Fit system holds lenses in precise optical alignment for supreme comfort and performance. Metal bolt accents on front of frame. Metal Oakley icon accents on side arms.",,,4.7,7562.0
GLINDAR Men's Women's Polarized Aviator Sunglasses Vintage Oversized Square Glasses,GLINDAR,,,,4.3,853.0
Bnus italy made classic sunglasses corning real glass lens w. polarized option,B.N.U.S,"Natural Glass=Natural Vision By absorbing 85% of visible light and blocking out most of the blue light, the Natural Glass lenses ensure better clarity of vision and remarkable color contrast, providing a more 'natural vision'. Consumers will also like the fact that they are more exceptional scratch resistance than comparable plastics. HD Polarized=Live Glare Free A headache from glare can ruin your day. Golfers have to deal with the performance-killing distraction of glare from water hazards, bunkers and flat areas. Fishing sessions can be futile when blinding rays bounce off water and hide the keepers. Driving in glare can be risky, and road cyclists know how glare can hide potholes and other dangers. Any skier or snowboarder can tell you how glare distracts, diminishes mental focus and drains energy with tension. BINI Optical developed HD Polarized lenses for elite athletes but our technology serves everyone. Because glare doesn’t care if you’re a sport champion, weekend warrior or just someone who enjoys the sun. BINI Optical=Technology+Craftsmanship BINI Optical Manufacturing Co. is a US based leader in the design and manufacturing eyewear and replacement lenses with high technology and quality. Alongside the proprietary brands, the portfolio has over 10 licensed brands, including some of the most well-known names in the global fashion and luxury industries. Each collection, each pair of glasses is the result of an ongoing R&D process which combines passion, innovation and creativity with the latest technology and master craftsmanship. About BINI OPTICS BNUS designs and realizes high performance exclusive sunglasses, optimizing safety and performance to meet the uncompromising demands of all our costumers who ask and want only the best quality is our number one concern, especially when it comes to sunglasses, which are so vital to eye health.",$,0.007,4.4,5805.0
ATTCL Men's Driving Polarized Sunglasses For Men - Al-Mg Metal Frame Ultra Light,ATTCL,,,,4.3,3322.0
Oakley Men's Oo9213 M Frame 2.0 Industrial Rectangular Sunglasses,Oakley,"The Oakley SI M Frame 2.0 Industrial meets ANSI Z87.1 Industrial Standards for high-mass and high-velocity impact protection. The M Frame 2.0 additionally meets MIL SPEC MIL-PRF 31013. All lenses are made of pure Plutonite® a proprietary material that offers the highest level of optical clarity available in eyewear. It also features a clip that holds the lens and frame together providing more secure support. Oakley products sold by authorized sellers, like Amazon.com, are eligible for all manufacturer warranties and guarantees. Visit the Oakley shop by clicking on the brand link above to shop the entire Oakley assortment.",,,4.7,1224.0
A｜X ARMANI EXCHANGE Men's Ax4049sf Low Bridge Fit Square Sunglasses,A｜X ARMANI EXCHANGE,"Young and contemporary, A|X Armani Exchange sunglasses redefine the essentials of Armani style through a sophisticated use of urban style. These Armani Exchange AX4049SF Asian fit, also called alternative fit, men's sunglasses feature a square frame with a classic bridge, slim two-tone temples embellished with the Armani Exchange logo and solid lenses. Alternative fit frames have a specially designed bridge for those with higher cheekbones and wider nose bridges ensuring the frames rest on the nose and prevent sliding. The lenses on the AX4049SF sunglasses are scratch resistance and are coated with 100% UV protection to protect your eyes from harmful UV rays. Each pair of A|X Armani Exchange sunglasses come with a sunglass case and cleaning cloth to clean, protect and store your sunglasses. A|X Armani Exchange sunglasses sold by authorized sellers, like Amazon..",,,4.3,115.0
Ray-Ban RB3478 Rectangular Sunglasses,Ray-Ban,"Modern design and utility combine effortlessly in this Black Forest 2.0 Shell 3L 15K Pant. Our ski pants feature FN DRY 15K fabrication, hydrophilic lamination, a durable water-repellent treatment that provides outstanding warmth and moisture management, and articulated knees to offer extended mobility. An adjustable waistband in our waterproof pants adds added comfort, and zippered cuffs and snow gaiters deliver snow protection. It’s finished with a zippered ventilation system and three watertight pockets. What we do is sacred to us. The passion we have for sports, technology, innovation, service, and unconventional thinking unites us and enables us to do our best work. We surround ourselves with people who bring that same intensity and excitement to the work they do. We ensure our manufacturing facilities meet all of Oakley’s rigorous and uncompromising standards to allow us to achieve the highest possible level of quality. We consistently monitor production and regularly test components to ensure products made in our facilities continue to earn the right to bear the Oakley icon. If it’s not good enough for the world’s best, it’s not good enough. That goes for each and every product we make, no matter where we make it.",,,4.5,1475.0
ENTHYI Rimless Star shape Sunglasses Personality Sun Glasses for women/men Party glasses personality pentagram eyewears,ENTHYI,,,,4.5,1077.0
ACBLUCE Mens Aviator Sunglasses 53mm TAC Polarized Lense Military Style Metal Frame with Bayonet Temples,ACBLUCE,,,,4.2,2172.0
Oakley Men's Oo9188 Flak 2.0 XL Rectangular Sunglasses,Oakley,"The XL edition of the Oakley Flak 2.0 sunglasses offers a standard size frame with enhanced lens coverage, and every millimeter of the peripheral view is optimized with High Definition Optics in a durable yet lightweight design that takes performance to the next level and brings style along for the ride. Essential gear for competition, the Oakley Flak 2.0 XL Sunglasses have a 8.75 base lens curvature for protection against sun, wind and impact, and patented XYZ Optics maintains clarity along the full curve while you push your limits with the comfort and secure grip of Unobtainium . Oakley created an array of lens/frame combinations so you can choose options including the glare-cutting power of Polarized optics, the balanced light transmission of Iridium lens coatings, and Prizm lens technology that fine-tunes vision by emphasizing colors where the eye is most sensitive to detail. Oakley was created for world-class athletes, those who see the limits of possibility as just another challenge. Their dedication drives the brand to look beyond the conventional ideas of industry standards. It's in Oakley's DNA to identify problems, create inventions, and wrap those inventions in art. And simply to make things better than anyone thought possible. D",,,4.7,2213.0
"Polarized Glasses for Men & Women – Night Vision/Sun Glasses With PC, Rubber Frame & REVO Coating Sports Sunglasses",Optix 55,,,,4.0,665.0
Maui Jim Men's Pailolo Polarized Rectangular Sunglasses,Maui Jim,"The channel between Maui and Molokai, Pailolo, is known for its rough sea conditions, appealing to only the most experienced water-athletes. This style inspires a similar sense of confidence and endurance, with its quintessential lightweight rectangular framework. Showcasing a subtle wrap and patented PolarizedPlus2® lenses, Pailolo offers unparalleled protection in vibrant color for your active lifestyle.",,,4.2,45.0
Locs Men's Rectangular Hardcore Wrap 63mm Sunglasses (Matte Black Rubberized Finished),Locs,These Locs hardcore wrap sunglasses feature smoke lenses and a resin frame.,,,4.4,483.0
"JOOX Polarized Aviator Sunglasses for Women Men, UV400 Protection Lens and Lightweight Metal Pilot Frame",JOOX,,$,13.99,4.4,2473.0
2020 VentiVenti Men’s Classic Style Square Polarized Sunglasses Plastic Lightweight Eyewear UV Protection For Driving,2020 VentiVenti,,,,4.3,1103.0
DUBERY Mens Oversized Aviator Sunglasses Classic Large Polarized Lens Shades D103,DUBERY,,,,4.3,1871.0
"Gucci GG 0010 S- 001 BLACK/GREY Sunglasses,male, 58-16-145",Gucci,Gucci Sunglasses. Series number: GG0010S. Color code: 001. Size: 58. Shape: Square. Lens Width: 58 mm. Lens Bridge: 16 mm. Arm Length: 145 mm. 100% UV Protection. Non-Polarized. Frame Material: Acetate. Frame Color: Black. Lenses Type: Grey. Rim Style: Full-Rim. UPC/EAN code: 889652047560. Gucci Grey Square Men's Sunglasses GG0010S 001 58.,$,195.0,4.6,786.0
DUCO Men's Sports Polarized Driving Carbon Fiber Sunglasses for Men UV400 Protection DC8277,DUCO,,$,35.0,4.4,3229.0
Ray-Ban RB3364 Metal Polarized Rectangular Sunglasses,Ray-Ban,"RB3364 Rectangular Metal Sunglasses feature a sporty metal frame and small rectangular lenses. To protect your eyes from harmful UV rays, these sunglasses include lenses that are coated with 100% UV protection. They are also prescription ready. Ray-Ban is the world's most iconic eyewear brand and is a global leader in its sector. Every model in the Ray-Ban collection is the product of meticulous, original styling that translates the best of the latest fashion trends into an ever-contemporary look for millions of Ray-Ban wearers around the world. From the early Aviator style that emerged in 1937 to the introduction of the classic Wayfarer in 1952, Ray-Ban is a brand that embodies America and adventure, great cities and wide-open spaces, heroism, individuality, and authenticity. Starting with a silver screen debut in 1961, Ray-Ban sunglasses have appeared throughout hundreds of films and have been a favorite on the Hollywood scene for years, both on and off the screen. With timeless and imaginative styles, Ray-Ban consistently blends high-tech design, lenses, and materials. The collection remains true to its classic heritage while continuously evolving to meet today's fashion demands.",$,0.007,4.5,1019.0
STORYCOAST Polarized Sports Sunglasses for Men Women Unbreakable Frame Cycling Fishing Driving,STORYCOAST,,,,4.4,5480.0
Fayoh Naomi Rectangular Sunglasses Classic Retro Metal Frame Small Size UV400 UV Protection For Men And Women,Fayoh,,,,4.3,24.0
ShadyVEU Super Dark Black Sunglasses UV Protection Lens Spring Hinge 80s Vintage Retro Inspired Shades,ShadyVEU,,,,4.4,1527.0
SHEEN KELLY Retro Thick Rectangle Chunky Sunglasses Women Men Trendy Square Black Shades Tortie Frame Fashion 90s Glasses,SHEEN KELLY,,,,4.6,693.0
Lacoste Men's L177s Aviator Sunglasses,Lacoste,"This up-to-date pilot shape features the iconic lasered pique pattern on top bar and temples, making them unmistakably Lacoste. The Lacoste logo is lasered on the lens for an elegant look. polarized lenses cut glare and provide ultimate protection for your eyes. The flex hinge and adjustable nose pads enhance comfort and provide universal fit. Sunglasses can be fitted for a prescription lens.",,,4.5,362.0
Nitrogen Men's Rectangular Sports Wrap 65mm Polarized Sunglasses,Nitrogen,These Nitrogen sunglasses come equipped with polarized lenses making them an ideal choice for blocking the glare of the hot summer sun!,,,4.2,4044.0
Ray-Ban RB2140 Original Wayfarer Polarized Square Sunglasses,Ray-Ban,"The Ray-Ban RB2140 Original Wayfarer is iconic, fashionable, comfortable, and highly protective against harmful UV light. These unisex sunglasses are available in polarized and non-polarized options, reduce eye strain, and improve visibility during glaring light conditions. Ray-Ban sunglasses are made from superior materials, and Wayfarers are no exception. RB2140 unisex Wayfarer frames are made from durable acetate, meaning that they are lightweight and hold up against frequent use. Our Wayfarer sunglasses are available in a variety of lens colors and treatments and are prescription ready.Ray-Ban allows you to choose from a rainbow of frame colors including, classic black or tortoise frames. These Ray-Ban glasses are designed to offer an easy fit with a high level of visual clarity and protection. The glass lenses help protect your eyes against harmful UV rays and have been coated with 100% UV protection. Ray-Ban glasses are comprised of precision-cut lenses that reduce eye strain when worn.Ray-Ban is the world’s most iconic eyewear brand and is a global leader in its sector. Every model in the Ray-Ban collection is the product of meticulous, original styling that translates the best of the latest fashion trends into an ever-contemporary look for millions of Ray-Ban wearers around the world. From the early Aviator style that emerged in 1937 to the introduction of the classic Wayfarer in 1952, Ray-Ban is a brand that embodies America, adventure, great cities, wide-open spaces, heroism, individuality, and authenticity.",,,4.4,2625.0
Pro Acme Small Round Polarized Sunglasses for Men Women Circle Retro Shades Metal Hippie Sunglasses UV400,Pro Acme,,,,4.4,4601.0
SA106 Oversize Large Thin Plastic Racer Mens Sport Sunglasses,SA106,,,,4.3,1910.0
TIANYESY Polarized Sunglasses Men Womens Trendy Retro Sports Rectangular Wrap Around Vintage Shot Shield,TIANYESY,,,,4.3,825.0
"LINVO Polarized Sunglasses for Men and Women,Driving Fishing Golf HD UV400 Shades",LINVO,"CLASSIC, NEVER OUT OF DATE! WITH LINVO, ENJOY YOUR LIFE, ENJOY THE GOOD !",$,13.98,4.3,2101.0
Oakley Men's Sutro Rectangular Sunglasses,Oakley,"Sporty and sleek, the Oakley Sutro Prizm Sunglasses take our cycling game to the next level. Sporty and sleek, the Oakley Sutro Prizm Sunglasses take our cycling game to the next level. Inspired by our urban commute—and joy rides—these high-performance shades are part of Oakley's Latitude collection, which seamlessly blends lifestyle with sport. The cylindrical lens delivers a wide field of view, with a high-wrap shield for high speeds and the color-popping science of Oakley's Prizm technology.Active shades from Oakley that blends lifestyle with sportWide field of view great for group rides and u",,,4.7,5437.0
SIPLION Men's Polarized Sunglasses Sports Glasses for Cycling Fishing Golf TR90 Superlight Frame,SIPLION,,,,4.2,8635.0
BIRCEN Mens Polarized Sunglasses UV-Protection: Carbon Fiber Sport Black Shades for Men Driving Fishing,BIRCEN,,,,4.4,3597.0
Ray-Ban Men's RB3519 Aviator Sunglasses,Ray-Ban,,,,4.5,900.0
SOJOS Polarized Sunglasses for Men Women Retro Aviator Square Goggle Classic Alloy Frame HERO SJ1126,SOJOS,,,,4.4,5748.0
"Luxtude Sunglasses Fit Over Glasses for Men & Women,Wrap Around Sunglasses Polarized for Day & Night, 100% UV Protection",Luxtude,,$,19.99,4.5,486.0
"URUMQI Polarized Sunglasses Fit Over Glasses for Men Women, Oversized Square Sun Glasses UV400 Protection Shades",URUMQI,"URUMQI Polarized Sunglasses are specifically designed for those who wear prescription glasses.Large frame and wide temples provide more coverage to prevent glare, perfect for driving, fishing, playing golf, running, etc.➤HD Polarized Sunglasses Provide UV400 Protection√UV400 Protection: UV400 protection is the highest level of protection that a lens can have. It is considered to provide close to 100% protection against harmful ultraviolet rays√HD Polarized: Specially add polarized coatings to reduce the annoying glare reflected from roads, snow, water and other horizontal surfaces, making the views clear without dazzling➤Wrap-around Sunglasses Fit Over Prescription Glasses√ Polarized Sunglasses can be worn directly on existing glasses, saving many troubles for those who have to wear prescription glasses√ Ergonomic wrap-around design and large square lens provides comprehensive glare protection, relieve eye fatigue and reduce the risk of driving➤Lightweight & Flexible TR90 Frame Ensures Durability√TR90 is a kind of memory polymer material, which is the most popular ultra-light frame material in the world√Durable materials with super toughness can withstand high impact from outdoor sports and avoid damage to eyes and face due to frame fracture and frictionWhether URUMQI Polarized Sunglasses Fit Over Your Prescription Glasses?1. Measure the widest part of your prescription frames left to right, this is the “width”. Next measure the height of the lens with the frame included.2. Make sure the URUMQI frame is slightly larger in width and height than your frame measurements.Package Includes:1 * Fitovers Sunglasses1 * Polarized Test Card1 * Microfiber Cleaning Cloth1 * Microfiber Glasses Pouch",,,4.3,810.0
"BluBlocker, Demi-Tortoise Original Aviator Sunglasses with Scratch Resistant Lens | Blocks 100% of Blue Light and UVA & UVB Rays | Retro | Gender Neutral - for Men, Women & Everyone | 2725K |",BluBlocker,"Take a trip back to the old school with the original stylish and affordable world-famous BluBlocker™ Aviators in Demi-Tortoise nylon.We’ve sold millions of pairs of these classic, authentic BluBlockers™ over the years, and they continue to be one of the most popular pairs of sunglasses in the world.With exceptional visual clarity and sharpness, ultra-light construction, and superior comfort, the ultimate classic BluBlocker sunglasses are great for blocking the sun during summer fun or looking like a champ while you’re out on the town.Block harmful ultraviolet rays and experience unparalleled crisp, clear vision and guaranteed freshness with these vintage Demi-Tortoise nylon BluBlockers™.• Composite lens• Plastic frame• Non-Polarized• Lens width: 76.2 millimeters• Lens Height: 41.1 millimeters• Frame Height: 41.1 millimeters• Frame Width 137.7 millimeters• Clean lenses with included lens cloth and included case =• Iconic Blublocker logo",$,48.0,4.6,766.0
Maui Jim Men's and Women's Breakwall Polarized Rimless Sunglasses,Maui Jim,The Breakwall polarized rimless sunglasses from Maui Jim are the top of the line when it comes to unmatched comfort and luxurious versatility. Available with multiple lens color options to keep your view clear and glare free no matter what your activity level is.,,,4.5,1179.0
"KastKing Kateel Polarized Sport Sunglasses for Men and Women, Ideal for Driving Fishing Cycling and Running,UV Protection",KastKing,,,,4.4,1324.0
"GLINDAR Polarized Shield Sunglasses for Men, Oversized Square Flat Top Sports Glasses",GLINDAR,,,,4.4,656.0
DUCO Polarized Sunglasses for Men Vintage Aluminum Frame Retro Sports Sun Glasses Driving Shades 100% UV Protection 8207,DUCO,,,,4.3,1590.0
Bircenpro Polarized Fit Over Sunglasses: Wrap Around Over Glasses Sunglass for Men Women UV Protection,Bircenpro,,,,4.3,636.0
Ray-Ban RB3267 Metal Aviator Sunglasses,Ray-Ban,"Modern design and utility combine effortlessly in this Black Forest 2.0 Shell 3L 15K Pant. Our ski pants feature FN DRY 15K fabrication, hydrophilic lamination, a durable water-repellent treatment that provides outstanding warmth and moisture management, and articulated knees to offer extended mobility. An adjustable waistband in our waterproof pants adds added comfort, and zippered cuffs and snow gaiters deliver snow protection. It’s finished with a zippered ventilation system and three watertight pockets. What we do is sacred to us. The passion we have for sports, technology, innovation, service, and unconventional thinking unites us and enables us to do our best work. We surround ourselves with people who bring that same intensity and excitement to the work they do. We ensure our manufacturing facilities meet all of Oakley’s rigorous and uncompromising standards to allow us to achieve the highest possible level of quality. We consistently monitor production and regularly test components to ensure products made in our facilities continue to earn the right to bear the Oakley icon. If it’s not good enough for the world’s best, it’s not good enough. That goes for each and every product we make, no matter where we make it.",$,0.007,4.5,583.0
"Armani Exchange Man Sunglasses Matte Black Frame, Mirror Black Lenses, 57MM",A｜X ARMANI EXCHANGE,"AX Armani Exchange glasses and sunglasses interpret the refined Armani style with a trendy modern touch. From classic everyday looks to edgy playful styles, shop our range of Armani Exchange frames for women and men and discover how Armani elegance transforms into a casual, youthful and urban attitude. Don’t miss our best sellers and new arrivals that bring you all the latest fashion appeal at affordable prices. Available with prescription lenses and in a variety of sun shades.AX Armani Exchange interpret the refined and unique style of the Armani world with a modern sensibility, for a young, urban, casual consumer, looking for the Armani elegance but with a pop accent at an affordable price",,,4.4,304.0
"KIOYTLIK Trendy Polarized Aviator Sunglasses for Men Women Classic Sunglasses, UV400 Protection Mirror Lens, Fashion Vintage",KIOYTLIK,,$,23.99,4.4,645.0
RIVBOS Polarized Sports Sunglasses Driving shades For Men Women TR90 Unbreakable Frame RBS861,RIVBOS,,$,21.98,4.4,2984.0
Ray-Ban Rb3548n Hexagonal Flat Lens Sunglasses,Ray-Ban,"Geometrical shapes were key in the 1990s when glasses constructions became more daring and expressive. The Hexagonal frames are straight from the 90s and back in our hearts. Classic but never dull, retro but never out of touch. The RB3548N Hexagonal Flat Lens sunglasses are the perfect combination of a circle and a square shape. They feature thin coined profiles with super thin temples. Available in a variety of frame and lens combinations from silver to gunmetal frames and solid, gradient, or polarized lenses. Ray-Ban sunglasses sold by authorized sellers, like Amazon, are eligible for all manufacturer warranties and guarantees. Click on the Ray-Ban link above the product title to shop the entire Ray-Ban sunglass and eyeglass assortment.",,,4.5,6296.0
TIANYESY Y2K Sunglasses for Women Men Fashion Visor Sun Glasses Stylish Square Designer Shades,TIANYESY,,$,17.99,4.2,20.0
FEISEDY Fashion Square Aviator Sunglasses Women Men Trendy Retro Metal Frame Sun Glasses Candy Color Lens B1036,FEISEDY,,,,4.2,98.0
Cindeer 6 Pairs Men's Polarized Sunglasses Wrap Around Sunglasses Sports Sunglasses UV Protection Sun Glasses for Hiking,Cindeer,,$,16.99,4.0,149.0
Oakley Men's Oo9101 Batwolf Rectangular Sunglasses,Oakley,"The Oakley Batwolf is designed with a single continuous lens set in a comfortably lightweight O Matter frame. Each pair of Batwolf sunglasses sport Oakley's famous Plutonite lenses that block 100% of all UVA, UVB, UVC and harmful blue light up to 400mm as well as a three-point fit system designed to eliminate pressure points for comfort and everyday wear. Two interchangeable metal icons are included to change the look of your Batwolf in seconds.",$,93.0,4.7,3028.0
"Foster Grant, mens, Backstop Wrap Polarized Sunglasses, Black/Black, 150 mm",Foster Grant,Designed in a sporty wrap the Foster Grant backstop men’s polarized sunglass feature rubberized temple and nose piece providing extra comfort and stability so that you can enjoy an active lifestyle and ensure your sunglasses will stay in place during all your activities.,,,4.1,306.0
"URUMQI Sunglasses Fit Over Glasses, Polarized 100% UV Protection Wrap-around Sunglasses for Men & Women Driving",URUMQI,"➤HD Polarized Sunglasses Provide UV400 Protection√UV400 Protection: UV400 protection is the highest level of protection that the lens can have. It is considered to provide close to 100% protection against harmful ultraviolet rays√HD Polarized: Specially add polarized coatings to reduce the annoying glare reflected from roads, snow, water and other horizontal surfaces, making the views more clear without dazzling➤Wrap-around Sunglasses Fit Over Prescription Glasses√ Polarized Sunglasses can be worn directly on existing glasses, saving many troubles for those who have to wear prescription glasses√ Ergonomic wrap-around design and little side lenses provide comprehensive glare protection, relieve eye fatigue and enhance vision, reduce the risk of driving➤Lightweight & Flexible TR90 Frame Ensures Durability√TR90 is a kind of memory polymer material, which is the most popular ultra-light frame material in the world√Durable materials with super toughness can withstand high impact during outdoor sports and avoid damage to eyes and face due to frame fracture and frictionWhether URUMQI Polarized Sunglasses fit over your prescription glasses?1. Measure the widest part of your prescription frames left to right, this is the “width”. Next measure the height of the lens with the frame included.2. Make sure the URUMQI frame is slightly larger in width and height than your frame measurements:If your full-frame width is less than 5.59 inches and frame height is less than 1.57 inches, our sunglasses may fit your prescription glasses well;If your full-frame width is longer than 5.59 inches OR frame height is larger than 1.57 inches, please DON'T buy them!Package Includes:1 * Fitovers Sunglasses1 * Polarized Test Card1 * Microfiber Cleaning Cloth1 * Microfiber Glasses Pouch",$,25.95,4.4,1990.0
Costyle Retro Polarized Clip on Flip up Plastic Sunglasses Driving Fishing Traveling,Costyle,"The Polarized Clip will give you better view when you driving, fishing and other outdoor activities.   Features:  1.100% U.V. Protection  2.Brand :Careview  3.Fashion lenses  4.Product Dimensions: 142X66X50MM.  5.Metal frame,New lower profile squeeze to open clip  6.Legs have soft rubber to protect ophthalmic lenses and prevent shifting and scratching  7.For People who wear glasses When Driving or Fishing  8.Gender:Unisex   Note: Only the glasses Cilp, Not include The Glasses",$,9.89,4.2,2432.0
